listID	 BCID	 TAG	 k	 theta	 log_normalization	 log_prob_survive_cummulated	 Rhat_cellnum
0	382	Unknown	6.246593145304602	15.183833272584527	-2.308377720156549	-0.9000773711427198	1.00097002892051
1	447	Unknown	2.6890696101023255	14.860135667030542	-3.2763184834930437	-1.1700209799495291	0.9996587656115173
2	1234	Unknown	5.577078396817772	14.382513320049346	-2.280024103217833	-1.0317775481832572	1.000833431502828
4	1677	Unknown	11.19393071551263	13.422350163209577	-2.758408866417173	-0.892734975894031	1.000169138517118
3	1558	Unknown	2.8691621161942193	13.609061783580172	-3.3003425025804654	-1.1812375051186517	1.0025149942803089
5	1870	Unknown	2.665245620708467	14.533316400977489	-3.3008720665612588	-1.0226129397573305	1.002106838658005
8	2611	Unknown	23.190648704228654	15.210882824647058	-6.791218558144314	-1.1661863182090215	1.0004458591024539
6	1925	Unknown	2.790956993645968	14.003844306138664	-3.3156180708027927	-1.0221739591016925	1.0004890898012972
9	2818	Unknown	2.5314021276079504	14.608453573194291	-3.286344668574678	-1.0380355387460893	1.003227076005564
12	3714	Unknown	5.584868955205924	14.443788240055412	-2.3257542269372515	-0.9005453270131181	0.9999778006335183
10	3535	Unknown	2.7864132699266997	14.170268239141295	-3.2869629144183268	-1.1809132168786711	1.001231389064874
7	2093	Unknown	2.8588337726210287	13.952046172430855	-3.2904226029328747	-1.188107721423488	1.0036122984743292
14	4339	Unknown	2.6494981841356045	14.838080568978178	-3.2946127562721497	-1.031181259322536	0.9999834477039247
16	5557	Unknown	2.530061974723638	15.600167323083323	-3.2848724248065038	-1.0231523709421189	1.0010179667203245
17	5792	Unknown	2.66321781303811	14.549603104306867	-3.300602950553419	-1.027489099536935	0.9999207108322612
11	3580	Unknown	5.740090699704079	14.241777021962953	-2.2933864949730083	-1.0179569632667012	1.0003552078373674
13	4174	Unknown	2.778059856198032	13.906891075437901	-3.3393787021895616	-0.9101223079918076	0.9997237930133325
15	4816	Unknown	2.708396020856429	14.059728990367956	-3.332958707447929	-0.9076201515440699	1.0013178065350299
18	5802	Unknown	2.5453900414057737	14.676516882904616	-3.313988198745946	-0.9081003667563006	1.0006630713293085
19	6358	Unknown	2.482787447430903	14.963799133816932	-3.301240097236007	-0.9139508107179801	1.0001954618583448
20	8223	Unknown	2.9694164456168686	13.291999115098896	-3.2881084501096485	-1.3588917835800007	1.0016105443915637
21	9198	Unknown	2.9020768293498604	13.77723503062321	-3.2978584425192183	-1.1782922363280992	1.0008917410592237
22	9329	Unknown	2.6919354849716304	14.411216817045117	-3.3027867023289224	-1.0277216546771168	1.0004658308490744
24	384	Unknown	2.7624433180093475	14.220389022258518	-3.2998046883538543	-1.0970459488991824	1.001040774401342
23	293	Unknown	2.465265668424907	14.732798898786276	-3.4245795269042336	-0.6129061530896718	1.000355752083207
27	532	Unknown	2.568800082684342	14.760914405440603	-3.331170658055319	-0.8644746269416199	1.000363321679861
25	522	Unknown	17.927831061952578	16.463533307315856	-4.590691842594814	-0.7414512201585527	1.000673939767783
31	696	Unknown	8.133334322658188	15.514555590307719	-2.493592255415347	-0.7405647657252576	0.9996177504816933
30	613	Unknown	2.7837442537343917	14.020702048581303	-3.2937891697550254	-1.1492602731732717	0.9999971136672933
29	595	Unknown	11.374897997845261	13.902718512393184	-2.9324559131035923	-1.192002359989656	1.000234371583254
28	546	Unknown	2.510478354140379	14.650142860120791	-3.38216126160778	-0.7101891792790465	1.0035154498428254
26	527	Unknown	2.5268378078463933	14.716901870214679	-3.32551346855642	-0.8772922298066376	1.0014639743695855
32	697	Unknown	2.5411022517361412	14.898151590234647	-3.336102942326523	-0.8356329680485277	1.00009780167439
33	699	Unknown	3.708726584645752	14.091091804381138	-2.630606336820885	-1.144611207564253	0.9996112414765171
34	722	Unknown	2.5420794693294106	15.048653638125021	-3.3308036168861004	-0.8397733181978728	1.0007288687920548
35	799	Unknown	2.526446278095056	15.249154423036817	-3.3025657267660495	-0.9570351009131894	1.0002924684899535
36	813	Unknown	5.64748751087794	14.49550148659445	-2.343818208243	-0.8937395243654614	1.0029980268810323
38	924	Unknown	7.522589066167243	14.74458927639372	-2.4149822156330187	-0.7939413090107728	1.000394883233857
37	887	Unknown	7.650189400529782	14.08617085198674	-2.2741744708552023	-1.393878842498163	1.0001583140297814
39	933	Unknown	18.109422652675672	15.288415164527798	-4.4841735849724875	-0.8207354691070141	1.000553544095503
40	974	Unknown	4.604530993847641	14.569731215967318	-2.440706050307128	-0.8739986491726978	1.0002033501617877
42	1059	Unknown	4.504859420533765	15.001104166678513	-2.3982733436152515	-0.9814431019001703	1.000278807667776
41	1006	Unknown	5.556693696242936	14.580877607779362	-2.207363297973533	-1.3511395240317527	1.0010598365409153
44	1135	Unknown	2.7480542118720863	14.433232906849433	-3.3157389112405875	-0.9816235664738016	0.9998223845138559
43	1111	Unknown	11.866109858149663	15.44631648775998	-3.0409397397000126	-0.7476124003521404	0.9997084007211037
46	1197	Unknown	7.8790496140431445	15.865523365101696	-2.4998613286327838	-0.6984131186047079	0.9999845904307936
45	1174	Unknown	7.5531742360892	14.38146843468301	-2.388840140925809	-0.8958271977822798	1.0001166020948276
