listID	 BCID	 TAG	 k	 theta	 log_normalization	 log_prob_survive_cummulated	 Rhat_cellnum
15	356	Unknown	2.863415040151703	18.285675325220808	-4.003726152004721	-2.1986845174155003	0.9998763419837037
0	10	Unknown	3.079392809390675	17.76062903639875	-4.018738322958605	-9.043099405005458	1.0009309780506088
9	275	Unknown	5.211860154296771	22.174869963570327	-2.758105674356458	-0.9878828896082916	1.0006694324112364
13	303	Unknown	3.062203617515753	17.63152526124763	-4.018939347035834	-9.043099405005458	1.0007863894090203
4	176	Unknown	3.167181752564819	17.34341860539611	-4.024478002373607	-9.043099405005458	1.000733293457576
12	298	Unknown	2.361467060203322	20.454195320188393	-3.992445625369641	-1.2197631290165856	1.0007999051136858
5	225	Unknown	2.6610145400284693	18.262068738935834	-4.006519253015142	-1.5669634270579629	0.9999317391939877
7	264	Unknown	2.443984157247535	19.427260617125715	-4.003226326146539	-1.2197631290165856	0.9998215891968211
3	102	Unknown	2.1820103955883385	20.85636572932677	-4.041172645066311	-0.8184765678275298	1.0008072837326625
14	314	Unknown	8.17448097019952	24.132163303009396	-2.8764989597025092	-0.9878828896082916	1.0011269985824376
8	272	Unknown	2.486310535189796	19.255868170467345	-4.0043849850302795	-1.2197631290165856	0.9997730041804324
6	233	Unknown	9.694402410726886	20.897652309142334	-2.930975641003617	-1.5669634270579629	1.0001768884370186
2	95	Unknown	25.685228160934287	29.104752393532824	-8.911023189798676	-0.9878828896082916	1.0005390662430267
10	279	Unknown	2.228027906650972	20.782783260378583	-4.039396928331554	-0.8184765678275298	1.0041385438206993
11	296	Unknown	10.125865407857244	25.651209614349646	-3.2401857251100363	-0.8184765678275298	1.0001576390365912
1	59	Unknown	2.4089929684998306	19.55530617769837	-4.069853286816868	-0.8184765678275298	1.0006183730550275
18	385	Unknown	2.4181061016455168	19.923472032104815	-3.9961080996714546	-1.2197631290165856	1.0024279684522466
16	371	Unknown	2.785879916901071	18.45859692909128	-4.001432045525782	-2.1986845174155003	1.000084404615178
17	381	Unknown	3.1383159786890915	17.718671517557368	-4.018935091339113	-9.043099405005458	1.0002656782360413
19	416	Unknown	2.632673653229314	18.783817348417216	-3.9988297198824916	-1.5669634270579629	1.0007060550757825
20	429	Unknown	3.0397259302858353	17.86417388453876	-4.016922999594893	-9.043099405005458	0.9997951487147738
26	537	Unknown	2.240907276715068	20.46941586929223	-4.014907157317406	-0.9878828896082916	0.9998537563771089
21	433	Unknown	2.580197676986805	19.236195285352803	-3.9927587763149712	-1.5669634270579629	1.0006402377649877
25	530	Unknown	2.440530545730385	19.438340922857748	-4.032064107790385	-0.9878828896082916	1.0005186966505113
22	443	Unknown	2.54348497905113	19.24832711896585	-4.010331004698955	-1.2197631290165856	1.0001247835933536
24	511	Unknown	4.593499352010991	21.059694125034373	-2.8524262347028135	-0.9878828896082916	1.0001302518283304
23	459	Unknown	2.6477719110527222	18.521973282671855	-4.001349948335393	-1.5669634270579629	0.9998771140556535
27	541	Unknown	5.2021777670964715	22.6936637190642	-2.8193377552018415	-0.8184765678275298	1.0008787751979211
29	563	Unknown	5.283444683548682	22.200673382678666	-2.8231932955659973	-0.8184765678275298	0.9998230256365458
28	561	Unknown	2.600614566390682	18.870325924396607	-3.9974851107386264	-1.5669634270579629	1.000573391128879
31	572	Unknown	2.744172604678607	19.111116460681828	-3.991520603084325	-2.1986845174155003	1.0001523889988662
30	564	Unknown	2.640095427601652	18.66206309217918	-4.000979997827573	-1.5669634270579629	1.000377483627067
33	579	Unknown	6.41438297190494	20.922682185922756	-2.746602564760697	-0.9878828896082916	1.0009113497600834
34	582	Unknown	6.406612680920709	23.356545578418803	-2.780712634230957	-0.8184765678275298	1.0003708222389844
32	577	Unknown	2.641421735965829	18.26017758731678	-4.0067221972246	-1.5669634270579629	1.0003100095805795
37	710	Unknown	9.305882995616063	24.54781055852253	-3.0454158693345406	-0.9878828896082916	0.9996446609836781
36	678	Unknown	9.652685918253935	20.863871216008054	-2.932574581632162	-1.5669634270579629	1.0002094033356985
35	589	Unknown	12.44723407725974	20.246919452498755	-3.681644901182363	-9.043099405005458	1.0014250055256033
39	755	Unknown	2.7281460691778627	18.787846755618272	-3.9973320231887577	-2.1986845174155003	1.0002802592646198
38	715	Unknown	2.7201894660140358	18.589875561366778	-3.998335970003922	-2.1986845174155003	0.9999011512310436
41	795	Unknown	6.726557525692409	21.804633144026855	-2.6819715955800336	-1.2197631290165856	1.0004304378047177
40	769	Unknown	2.365113096426431	20.130396485147738	-3.9963501487030264	-1.2197631290165856	1.000974047596868
44	907	Unknown	2.8242198590622842	18.295967188654515	-4.002741524546593	-2.1986845174155003	1.0029247585273835
42	800	Unknown	2.963393527155878	18.09894315753358	-4.013520211682976	-9.043099405005458	1.0000781201838393
43	835	Unknown	3.175641778503287	17.762190591493948	-4.024679193187602	-9.043099405005458	1.000655317911744
45	928	Unknown	2.3858199403469733	20.031641315095985	-3.9962551816987206	-1.2197631290165856	1.0027005735817212
47	963	Unknown	2.5789215581894864	18.684158054447572	-4.000619309149409	-1.5669634270579629	0.9996282101710369
46	944	Unknown	11.016442688172944	27.730440097852963	-3.5405123692566374	-0.8184765678275298	1.0000760821362262
48	975	Unknown	2.6790310377436017	18.511711258388523	-4.0024623161791535	-1.5669634270579629	1.0009905846983114
50	1036	Unknown	4.588063756056169	21.64974008540644	-2.908908645352585	-0.8184765678275298	1.0006673936748336
52	1049	Unknown	2.85541736760552	18.026895203780438	-4.004582902084534	-2.1986845174155003	1.0012784141270124
53	1065	Unknown	7.176057077518888	20.094104730552708	-2.5648898214771414	-2.1986845174155003	1.0015437928692812
55	1087	Unknown	2.3996707046455055	18.990837742105576	-4.030927285501591	-0.9878828896082916	1.0002692667105328
51	1044	Unknown	2.3057318997977236	19.873678788800966	-4.020761345209134	-0.9878828896082916	1.0000180262109413
54	1078	Unknown	2.483749424727365	19.767445849551812	-3.9876896143260425	-1.5669634270579629	1.000042127971282
49	1025	Unknown	2.343262469272767	20.686217868474586	-3.989671130017923	-1.2197631290165856	1.0017997536562286
56	1101	Unknown	2.568157693908777	18.917684366649667	-3.997814423109207	-1.5669634270579629	1.0008310484133085
57	1109	Unknown	3.1261877531556825	17.69417706679561	-4.018428315456301	-9.043099405005458	1.0002713360964781
59	1128	Unknown	2.2651420559109265	20.15059127427136	-4.017693608704642	-0.9878828896082916	1.000773600704309
58	1114	Unknown	2.3276493087712953	19.249016455662492	-4.058052718691622	-0.8184765678275298	1.0006485616522065
60	1161	Unknown	10.516486337198788	24.8548827351291	-3.2470212035652164	-0.8184765678275298	1.0011115182099317
61	1180	Unknown	3.008405042862196	17.941331017129524	-4.016068298012486	-9.043099405005458	1.0000956752321912
63	1219	Unknown	3.0311189194820534	17.86437411202237	-4.0185145655595775	-9.043099405005458	0.9996412655300854
62	1185	Unknown	2.1515012074800643	21.560926191182627	-4.0032015560330265	-0.9878828896082916	1.0000013998930846
64	1234	Unknown	11.084767265175108	22.505371999615296	-3.2666898982279537	-1.2197631290165856	1.0007042621955604
65	1249	Unknown	12.176370900962405	24.00900098743127	-3.6337982923445074	-1.2197631290165856	0.9999115344422425
66	1291	Unknown	7.266568703129277	22.5509366496338	-2.7125565387148733	-1.2197631290165856	1.0010778155145266
67	1325	Unknown	2.436684385515525	19.59898980320111	-4.00198409904411	-1.2197631290165856	1.0012256148088492
68	1339	Unknown	7.139503583975834	20.369608307433055	-2.631301076159438	-1.5669634270579629	0.9999277103909371
69	1364	Unknown	2.5065058412017955	19.73841937342281	-3.9872250591901466	-1.5669634270579629	1.0001759993193275
72	1398	Unknown	2.430862180275898	18.560679891767066	-4.037300626025358	-0.9878828896082916	1.000277099669962
70	1374	Unknown	15.301607300056707	23.41351366934692	-4.606951762991787	-1.5669634270579629	0.9999362201295323
73	1423	Unknown	3.160429855201843	17.09207599345875	-4.026125880001044	-9.043099405005458	1.002282363639726
71	1380	Unknown	2.373001821335113	19.359410511338744	-4.027148880234025	-0.9878828896082916	1.000173145318184
75	1438	Unknown	2.8451181301540456	17.988814008263603	-4.00668611244808	-2.1986845174155003	1.0000371034226738
74	1431	Unknown	2.2624321687501734	19.69986818890961	-4.054795425480095	-0.8184765678275298	1.0001673654939847
77	1497	Unknown	15.30510660299817	27.572309052136873	-4.630318571900158	-0.8184765678275298	1.0001663100671958
76	1471	Unknown	2.504581473457243	19.600694063034588	-4.006202773634284	-1.2197631290165856	0.9998454157447295
78	1509	Unknown	2.269865742469621	20.703917478934297	-4.012237579827504	-0.9878828896082916	0.9999498825910279
79	1510	Unknown	6.687360434676522	22.34055829997144	-2.732903142383032	-0.9878828896082916	1.0004761962492605
82	1604	Unknown	3.1464819620193776	17.29266288355149	-4.025228845846339	-9.043099405005458	1.0001634330797147
80	1535	Unknown	2.4090511257442495	20.024991592091723	-3.995221243031479	-1.2197631290165856	1.0003989605861243
81	1576	Unknown	2.8778994810665237	18.69011263464263	-4.005804043176059	-9.043099405005458	1.0006516749560648
83	1624	Unknown	8.21315598482829	24.012510971140593	-2.911654131307367	-0.8184765678275298	1.0010542482211937
86	1661	Unknown	9.008089646203093	25.08102430101719	-3.0380213037525836	-0.9878828896082916	1.000163754045631
84	1636	Unknown	12.355267742174716	22.061078814558684	-3.553753141078813	-1.5669634270579629	0.9997605922552326
87	1666	Unknown	3.1023992080924176	17.644339809590647	-4.017414606564538	-9.043099405005458	0.9997143908962453
85	1639	Unknown	2.390635883952193	19.92580139700617	-3.9987314082908494	-1.2197631290165856	1.0008684472822638
88	1690	Unknown	2.301384524683768	19.960405236758458	-4.051898535806092	-0.8184765678275298	1.000716035123505
89	1700	Unknown	2.51206050378469	18.94617295495088	-4.010040003600643	-1.2197631290165856	1.0000192880099605
90	1705	Unknown	2.28301109445175	20.225086897444182	-4.016784831737514	-0.9878828896082916	1.0003850106991086
91	1729	Unknown	5.365142571091391	21.705314703536228	-2.75999379896368	-0.9878828896082916	1.0000448380913627
93	1733	Unknown	7.903543129150417	24.75678766069549	-2.8694570071550505	-0.9878828896082916	1.0009850533740776
94	1760	Unknown	3.0392526647437177	17.914147748310754	-4.018380416645175	-9.043099405005458	1.0001270980353836
92	1731	Unknown	3.1129298873039195	17.512894286506388	-4.019888668259515	-9.043099405005458	1.0001648991918366
95	1769	Unknown	4.719680396081732	20.99410496669882	-2.91719021127626	-0.8184765678275298	1.0003281892523823
97	1786	Unknown	2.377322037667594	20.10248672112368	-3.995444675847988	-1.2197631290165856	1.0001023766328956
96	1784	Unknown	3.0364572923815953	17.443440808085207	-4.020083109845166	-9.043099405005458	1.0004607350546955
98	1800	Unknown	3.2210345717507387	17.149019118554648	-4.031318314267958	-9.043099405005458	1.0004077470972221
99	1810	Unknown	2.658089363305478	18.702533770266022	-3.98453340517297	-2.1986845174155003	0.9996268483026802
102	1854	Unknown	2.8486513333475325	18.36996183490684	-4.0015956484059805	-2.1986845174155003	0.9999953942800626
100	1816	Unknown	3.0187463339760807	17.79513002805394	-4.018596270415886	-9.043099405005458	1.0016944693807948
101	1833	Unknown	2.4742553944825763	19.53841228622247	-4.002252872351902	-1.2197631290165856	1.0021545582206037
105	1958	Unknown	4.716482216416951	20.77687207456118	-2.7892193374217173	-1.2197631290165856	0.9998525821939149
104	1915	Unknown	3.067866909140492	17.587067085605966	-4.021199321168649	-9.043099405005458	1.0002072039444123
103	1895	Unknown	3.037388654153584	17.191425161867944	-4.027544839461646	-2.1986845174155003	1.000189761137917
107	1995	Unknown	2.61595861601613	18.79098934701741	-3.998765525850118	-1.5669634270579629	0.9999443268726073
106	1964	Unknown	10.005462718558265	21.728790151091328	-3.0344866172269267	-1.5669634270579629	1.000346654802367
109	2034	Unknown	2.1593910533364533	21.16299012778516	-4.005706820355041	-0.9878828896082916	1.0009478137595935
110	2079	Unknown	2.4884769468887815	19.166713807493895	-3.983730224681291	-1.5669634270579629	1.000965606447183
111	2136	Unknown	5.379424535816652	21.57425619560874	-2.8251458257666404	-0.8184765678275298	0.9998143438284873
108	2009	Unknown	2.682369762365078	18.43342377431581	-4.004919253286854	-1.5669634270579629	1.0015243233897744
114	2183	Unknown	4.173682347177077	19.951371347250685	-2.973113422852997	-1.2197631290165856	1.0004556903919717
113	2173	Unknown	2.307598638083599	19.59385412012072	-4.0238146480061125	-0.9878828896082916	0.9999108107740947
112	2165	Unknown	15.742438211883012	23.328988171960212	-4.479818836260255	-1.2197631290165856	1.001506266108388
115	2211	Unknown	2.3208658941083997	20.74222318364914	-4.008401970347007	-0.9878828896082916	1.0002213353441898
118	2293	Unknown	2.5934227295432297	19.865296298111364	-3.9851314620203713	-2.1986845174155003	1.0011787412428497
119	2308	Unknown	8.920936689198012	22.61371869732051	-2.9124280525243016	-1.5669634270579629	0.999896303537998
116	2212	Unknown	2.241576937885523	19.80903272863034	-4.053377233821703	-0.8184765678275298	1.00113634901067
122	2361	Unknown	8.038146422700196	24.444284214350724	-2.907921336631154	-0.8184765678275298	0.9997813772110359
120	2336	Unknown	2.3155329947712024	19.99100994571796	-4.018786755231458	-0.9878828896082916	1.0006846107353913
