Time (cycle)	Mean-fitness(1/cycle)	Epsilon
1.0	-0.0042838328219400035	0.05617077188834481
3.0	0.07872679593328569	0.01795547356971035
5.0	0.1392988585549514	0.04295263390633684
7.0	0.35801563207485737	0.00986527000750747
9.0	0.5643640653901294	0.00539821588003603
11.0	0.6587704758755892	0.01841545713009358
13.0	0.7535703452427328	0.05737310336707809
15.0	0.7825297929095396	0.0009966999265432158
17.0	0.7898591073012241	0.02855302429454451
