listID	 BCID	 TAG	 k	 theta	 log_normalization	 log_prob_survive_cummulated	 Rhat_cellnum
0	320	Unknown	3.483564297864861	11.164817247605809	-2.271386749477618	-1.48557557370669	1.000246549112761
3	389	Unknown	3.662578630418573	10.462359555855324	-2.2910945115594368	-1.4873995138176748	1.0008626238452392
6	497	Unknown	3.6776887773183535	10.323745036050969	-2.2725027879851143	-1.6417522429057236	1.000258781674938
5	435	Unknown	3.804631806449772	10.349027514147846	-2.256676468949122	-1.8004342067314678	1.0002774905742304
2	351	Unknown	3.774327089085921	10.34897876193955	-2.3061589546544847	-1.4763428546700057	1.0006572087495718
11	663	Unknown	3.6463976444501736	10.478164804097762	-2.277171247975631	-1.6112149626203465	1.0008107065406335
1	348	Unknown	3.5905710599817735	10.87322797903943	-2.2638097728848496	-1.6237229152075814	1.0012305094865233
10	658	Unknown	3.6211844008994714	10.616187201746628	-2.270188366047935	-1.6274550367149285	1.0004169180797395
7	554	Unknown	3.3476194424684627	11.194042503915682	-2.299983855425619	-1.3234923964998524	1.0015037786871537
12	760	Unknown	3.531405409050247	10.912795950450842	-2.2427462698882095	-1.807758997511839	1.0004480670528244
13	857	Unknown	3.56386998505794	10.980188662075367	-2.2786903495733206	-1.4808693315178942	1.0016030717412365
8	634	Unknown	3.6505838175491974	10.418587750326854	-2.2866875773974797	-1.5117962694831228	1.0001738215577356
9	650	Unknown	3.5282757521082293	10.706440289815532	-2.2886525941528046	-1.474653812073656	1.0039167833454097
4	423	Unknown	9.599065518683338	10.57933314135456	-3.1331014858032002	-1.3539692882685403	1.0011016367726318
15	920	Unknown	3.7724331199097656	10.006795221805236	-2.303862838531864	-1.4828416232958557	1.0001276700731287
14	885	Unknown	5.3491642124419805	10.852511961636674	-1.7168068310907847	-1.4768410982353861	1.0002077479168578
16	938	Unknown	3.908109213277318	9.873549108422479	-2.272176726040931	-1.7810186649194697	1.000319108103903
19	1069	Unknown	3.7711621179205475	10.371748082186725	-2.2573771069008397	-1.7889520932251577	1.000533305634831
17	977	Unknown	6.032344527947895	9.307799255986232	-1.7075970161324645	-1.7957307648991712	1.0005023857051742
18	1062	Unknown	3.7375285843136576	10.022895833101432	-2.30238635399153	-1.497852780765695	1.0003792542640073
